item_id,title,budget,genres,origin_country,production_companies,overview,
1465,Last Summer in the Hamptons (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1466,Margaret's Museum (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1467,"Saint of Fort Washington, The (1993)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1468,"Cure, The (1995)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1469,Tom and Huck (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1470,Gumby: The Movie (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1471,Hideaway (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1472,"Visitors, The (Visiteurs, Les) (1993)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1473,"Little Princess, The (1939)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1474,Nina Takes a Lover (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1475,Bhaji on the Beach (1993),0,Unknown,Unknown,Unknown,Unknown,Unknown
1476,Raw Deal (1948),0,Unknown,Unknown,Unknown,Unknown,Unknown
1477,Nightwatch (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1478,Dead Presidents (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1479,Reckless (1995),68000,"Drama, Crime",United States of America,"DSM III, Warner Bros. Pictures","Peter Winter is a young schizophrenic who is desperately trying to get his daughter back from her adoptive family. He attempts to function in a world that, for him, is filled with strange voices, electrical noise, disconcerting images, and jarringly sudden emotional shifts. During his quest, he runs afoul of the law and an ongoing murder investigation.",/kpMXYy0L2GHrIVyDF0HkEiDK1Wd.jpg
1480,Herbie Rides Again (1974),829000,"Crime, Thriller",United States of America,Universal International Pictures,"When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas begins his investigation, along with American police captain Hank Quinlan. When Vargas begins to suspect that Quinlan and his shady partner, Menzies, are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie, in jeopardy.",/1pvRgmfBaoMczIJBOi9gCOZ4FMC.jpg
1481,S.F.W. (1994),0,"Action, Drama",Australia,"Daniel Scharf Productions, Australian Film Finance Corporation, Southern Star, Film Victoria, Arrow Capital Limited","Psycho Joe loves one thing: fast cars! When he gets a job at a local supermarket, Joe meets fellow ""petrol head"" Dazey, who quickly becomes his idol and best friend. Soon after, Joe falls for Savina, a goth girl who practices black magic. But Savina has already fallen for Dazey and will do anything to get him -- including using Joe's feelings for her. In true Shakespearean fashion, this trio race down the road to tragedy.",/1rPtJZbFIusaA8Ieg3MnJgzJv3U.jpg
1482,"Gate of Heavenly Peace, The (1995)",38000,"Action, Drama",United States of America,"Island World, The Shooting Gallery","Jimmy and Jon are a couple of Brooklyn guys who somehow never found their way into workaday society; they never found their way into big-time crime, either.",/zFN3C7flx1xj3dxGEAsSK7Uz7bB.jpg
1483,"Man in the Iron Mask, The (1998)",33000,"Fantasy, Horror",United States of America,Theatre Of Material,"Begotten is the creation myth brought to life, the story of no less than the violent death of God and the (re)birth of nature on a barren earth.",/rvgYcVToOHe0gKWtF3mz6SvM4Aw.jpg
1484,"Jerky Boys, The (1994)",0,Drama,Germany,Pantera Film,"Fritz Haarmann, who has killed at least 27 boys, is questioned by a psychology professor in order to find out whether he is sane and can be held responsible for his crimes. During this interrogation Haarmann reveals his motives and his killing methods.",/1BaHXGZB7UTNWylELBz0DkjIs31.jpg
1485,"Colonel Chabert, Le (1994)",1814462,"Crime, Thriller","United Kingdom, United States of America","Metro-Goldwyn-Mayer, Metro-Goldwyn-Mayer British Studios","Jack Carter is a small-time hood working in London. When word reaches him of his brother's death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why.",/suvNK1hd7LnVhsumteyflDGlrgL.jpg
1486,Girl in the Cadillac (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1487,Even Cowgirls Get the Blues (1993),66000000,"Fantasy, Action","Czech Republic, United States of America","Columbia Pictures, Revolution Studios, Dark Horse Entertainment, Lawrence Gordon Productions, Starlite Films, Partnership Films","In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces.",/evuYo4tY3UUqdHKXqi691pA4eUb.jpg
1488,Germinal (1993),0,"Drama, Comedy",China,TV Productions LTD And Beijing Hop Culture Co,"Bilike has never seen a ping-pong ball before. He and his family live without electricity and running water in a solitary tent home among the vast steppe grasslands. The magnificent landscape here has changed little since the days of Genghis Kahn. But life in the middle of nowhere can be exciting for a young boy. The smallest of details become big events for curious Bilike and his best friends Erguotou and Dawa. The mystery of the small white ball floating in the creek leads to questions about the world around them, as well as innocent mischief.",/yVzn3We2n1rNgYhQVKLWCqLnUNX.jpg
1489,Chasers (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1490,Fausto (1993),0,Drama,Germany,,,
1491,Tough and Deadly (1995),16500000,"Fantasy, Drama",United States of America,"Contagious Entertainment, Michael London Productions, Koppelman-Levien","With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",/4I1oOPHNrHLcvz3wTMuETJLws9z.jpg
1492,Window to Paris (1994),47000000,"Action, Adventure","France, Spain, United Kingdom","Due West, Cyrkfilms, Légende Films, France 2 Cinéma, Scott Free Productions",1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,/3effmbI6BbGW9i0HzEDfVGuOsvz.jpg
1493,"Modern Affair, A (1995)",45000000,"Comedy, Crime",United States of America,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Fortis Films, Warner Bros. Pictures","When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",/q1m9ME0zvncnFDmKXC43RqZr8mU.jpg
1494,"Mostro, Il (1994)",45000000,"Action, Drama","China, Hong Kong, United Kingdom, United States of America","Beijing New Picture Film Co. Ltd., Elite Group Enterprises, Film Partner International, Sony Pictures Classics, Edko Films, Focus Features, Picasso Pictures","During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",/gHkkDpfo5YnOrbVfwtDHi91BkrU.jpg
1495,Flirt (1995),130000000,"Drama, Action","Germany, Spain, United Kingdom, United States of America","Scott Free Productions, BK, KOH, Reino del Cielo, Inside Track 3, 20th Century Fox, Babelsberg Film","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg
1496,Carpool (1996),6000000,"Romance, Music",United States of America,"Universal Pictures, Alive Films, Koppelmann/Bandier-Carnegie Pictures, Capella","Freewheeling, motorcycle-riding musician Johnny rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally tracked down by two corrupt cops he escaped from years ago, who want the money he owes them.",/fO0YbAJiMPFMquixdZgbC98I3MP.jpg
1497,"Line King: Al Hirschfeld, The (1996)",25000000,"Science Fiction, Adventure","Hong Kong, United States of America","Orange Sky Golden Harvest, New Line Cinema, Mirage Studios","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",/Hyvvz9Z3le1is8a0EeFJQm0aSC.jpg
1498,Farmer & Chase (1995),13500000,"Science Fiction, Action","Hong Kong, United States of America","New Line Cinema, Orange Sky Golden Harvest, Mirage Studios","A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",/shfAU6xIIEAEtsloIT3n9Fscz2E.jpg
1499,Grosse Fatigue (1994),21000000,"Action, Adventure","Hong Kong, United States of America","Clearwater Holdings Limited, New Line Cinema, Mirage Studios, Orange Sky Golden Harvest","The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",/fwX5RdPDBFsbEAXc46DrvRz5Bca.jpg
1500,Santa with Muscles (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1502,Naked in New York (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1503,Gold Diggers: The Secret of Bear Mountain (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1504,"Bewegte Mann, Der (1994)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1505,Killer: A Journal of Murder (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1506,Nelly & Monsieur Arnaud (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1507,Three Lives and Only One Death (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1508,"Babysitter, The (1995)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1509,Getting Even with Dad (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1510,Mad Dog Time (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1511,Children of the Revolution (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1512,"World of Apu, The (Apur Sansar) (1959)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1513,Sprung (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1514,Dream With the Fishes (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1515,Wings of Courage (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1516,"Wedding Gift, The (1994)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1517,Race the Sun (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1518,Losing Isaiah (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1519,New Jersey Drive (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1520,"Fear, The (1995)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1521,Mr. Wonderful (1993),0,Unknown,Unknown,Unknown,Unknown,Unknown
1522,Trial by Jury (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1523,"Good Man in Africa, A (1994)",6000000,Drama,"United States of America, United Kingdom","Fox Searchlight Pictures, Cowboy Films, DNA Films, Scottish Screen, UK Film Council, Film4 Productions, Slate Films, Tatfilm","Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",/mTtgpH6UnHUtD8moRJUzfGLOZTj.jpg
1524,Kaspar Hauser (1993),0,Unknown,Unknown,Unknown,Unknown,Unknown
1525,"Object of My Affection, The (1998)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1526,Witness (1985),0,Unknown,Unknown,Unknown,Unknown,Unknown
1527,Senseless (1998),0,Unknown,Unknown,Unknown,Unknown,Unknown
1528,Nowhere (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1529,Underground (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1530,Jefferson in Paris (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1531,Far From Home: The Adventures of Yellow Dog (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1532,Foreign Student (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1533,I Don't Want to Talk About It (De eso no se habla) (1993),0,Unknown,Unknown,Unknown,Unknown,Unknown
1534,Twin Town (1997),45000000,"Adventure, Action",United States of America,"Dune Entertainment, Phoenix Pictures, Major Studio Partners, 20th Century Fox","A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",/mME7efKNTU7jzXTgFkI1t0aQUiz.jpg
1535,"Enfer, L' (1994)",115000000,"Action, Crime","France, Germany, Hong Kong, Japan, United States of America","Universal Pictures, Beacon Communications, Kalima Productions, Metropolitan Filmexport, October Pictures, Red Wagon Entertainment, TOHO","On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg
